problem_id;pl;country;score
40;cpp;Philippines;70.00;1
40;cpp;United Arab Emirates;70.00;1
40;cpp;Korea, Republic of;70.00;1
40;cpp;Sri Lanka;70.00;1
40;cpp;Georgia;70.00;1
40;cpp;South Africa;70.00;1
40;cpp;Jordan;70.00;1
40;cpp;India;22.106;6
40;cpp;Null;22.106;1
40;cpp;United States;21.00;1
40;cpp;Canada;20.265;1
40;cpp;United States;20.265;2
40;cpp;Switzerland;20.265;1
40;cpp;Null;19.25;10
40;cpp;United States;19.25;14
40;cpp;India;19.25;27
40;cpp;Japan;19.25;4
40;cpp;China;19.25;1
40;cpp;Singapore;19.25;3
40;cpp;Canada;19.25;2
40;cpp;Australia;19.25;1
40;cpp;Brazil;19.25;1
40;cpp;Switzerland;19.25;2
40;cpp;Russia;19.25;3
40;cpp;Bosnia and Herzegovina;19.25;1
40;cpp;France;19.25;1
40;cpp;Spain;19.25;1
40;cpp;Indonesia;19.25;1
40;cpp;Czech Republic;19.25;1
40;cpp;Poland;19.25;1
40;cpp;United States;16.576;5
40;cpp;Israel;16.576;1
40;cpp;Taiwan;16.576;1
40;cpp;Germany;16.576;1
40;cpp;India;16.576;4
40;cpp;Null;16.576;2
40;cpp;India;00.00;60
40;cpp;Turkey;00.00;1
40;cpp;Singapore;00.00;2
40;cpp;United States;00.00;7
40;cpp;Germany;00.00;2
40;cpp;Ireland;00.00;1
40;cpp;Romania;00.00;1
40;cpp;Canada;00.00;2
40;cpp;Vietnam;00.00;7
40;cpp;United Kingdom;00.00;2
40;cpp;Bangladesh;00.00;3
40;cpp;Bulgaria;00.00;1
40;cpp;Russia;00.00;1
40;cpp;Null;00.00;6
40;cpp;Israel;00.00;1
40;cpp;Pakistan;00.00;1
40;cpp;Viet Nam;00.00;1
40;cpp;Egypt;00.00;1
40;java;China;70.00;2
40;java;United States;70.00;34
40;java;Sweden;70.00;2
40;java;Null;70.00;19
40;java;Japan;70.00;2
40;java;Singapore;70.00;1
40;java;India;70.00;17
40;java;Latvia;70.00;1
40;java;Vietnam;70.00;1
40;java;United Kingdom;70.00;2
40;java;France;70.00;2
40;java;Netherlands;70.00;4
40;java;Germany;70.00;2
40;java;Egypt;70.00;4
40;java;Canada;70.00;1
40;java;Ireland;70.00;1
40;java;Italy;70.00;1
40;java;Czech Republic;70.00;1
40;java;Brazil;70.00;1
40;java;Romania;70.00;1
40;java;Chile;70.00;1
40;java;China;24.50;1
40;java;Null;24.50;2
40;java;India;24.50;6
40;java;United Kingdom;24.50;1
40;java;Canada;24.50;3
40;java;United States;24.50;5
40;java;Singapore;24.50;1
40;java;United States;22.75;6
40;java;United Kingdom;22.75;3
40;java;Null;22.75;1
40;java;Canada;22.75;1
40;java;India;22.75;3
40;java;Latvia;22.75;1
40;java;United States;22.106;1
40;java;India;19.25;22
40;java;Null;19.25;8
40;java;United States;19.25;23
40;java;Indonesia;19.25;1
40;java;Australia;19.25;1
40;java;Sri Lanka;19.25;2
40;java;Singapore;19.25;1
40;java;Sweden;19.25;1
40;java;Norway;19.25;1
40;java;Israel;19.25;1
40;java;Latvia;19.25;1
40;java;China;19.25;1
40;java;Germany;19.25;1
40;java;Puerto Rico;19.25;1
40;java;Russia;00.00;2
40;java;United States;00.00;11
40;java;India;00.00;20
40;java;Australia;00.00;1
40;java;Romania;00.00;1
40;java;Bulgaria;00.00;1
40;java;United Kingdom;00.00;1
40;java;Mexico;00.00;1
40;java;Japan;00.00;1
40;java;Turkey;00.00;1
40;java;Ireland;00.00;1
40;java;Brazil;00.00;1
40;java;France;00.00;1
40;java;Vietnam;00.00;1
40;csharp;Israel;70.00;1
40;csharp;Japan;70.00;2
40;csharp;Null;70.00;5
40;csharp;United States;70.00;31
40;csharp;India;70.00;29
40;csharp;Canada;70.00;2
40;csharp;United Kingdom;70.00;5
40;csharp;Brazil;70.00;1
40;csharp;Poland;70.00;1
40;csharp;France;70.00;1
40;csharp;Russia;70.00;1
40;csharp;China;70.00;2
40;csharp;Germany;70.00;3
40;csharp;Ireland;70.00;2
40;csharp;Belgium;70.00;3
40;csharp;Mexico;70.00;2
40;csharp;Denmark;70.00;1
40;csharp;Egypt;70.00;1
40;csharp;Italy;70.00;1
40;csharp;Russian Federation;70.00;1
40;csharp;Georgia;70.00;2
40;csharp;Ukraine;70.00;2
40;csharp;Czech Republic;70.00;1
40;haskell;Russia;70.00;1
40;haskell;Null;70.00;1
40;haskell;United States;70.00;7
40;haskell;Australia;70.00;1
40;haskell;Taiwan;70.00;2
40;haskell;China;70.00;1
40;haskell;Israel;70.00;1
40;haskell;India;70.00;1
40;haskell;United Kingdom;70.00;1
40;haskell;Italy;70.00;1
40;haskell;Bulgaria;70.00;1
40;haskell;United Kingdom;28.00;1
40;haskell;Null;19.25;1
40;haskell;Netherlands;19.25;1
40;haskell;United States;16.576;1
40;haskell;Null;12.25;1
40;haskell;Russian Federation;08.75;1
40;haskell;Null;03.50;1
40;haskell;Denmark;03.50;1
40;haskell;Japan;03.50;1
40;haskell;Austria;03.50;1
40;haskell;United States;03.50;1
40;haskell;Russia;00.00;1
40;haskell;India;00.00;1
40;haskell;Austria;00.00;1
40;haskell;United States;00.00;1
40;php;United States;70.00;1
40;php;Benin;58.947;1
40;php;Australia;38.50;1
40;php;Russia;36.841;1
40;php;Germany;28.00;1
40;php;Brazil;28.00;1
40;php;Bulgaria;25.788;1
40;php;India;25.788;1
40;php;India;22.75;1
40;php;France;19.25;1
40;php;Estonia;12.25;1
40;php;United States;12.25;1
40;php;France;10.50;1
40;php;United States;07.00;6
40;php;India;07.00;2
40;php;Null;07.00;4
40;php;Japan;07.00;1
40;php;Republic of Korea;07.00;1
40;php;Spain;07.00;1
40;php;France;07.00;1
40;php;Poland;07.00;1
40;php;United Kingdom;07.00;1
40;php;Canada;07.00;2
40;php;Singapore;07.00;1
40;php;Indonesia;07.00;1
40;php;Turkey;07.00;1
40;php;Null;03.50;1
40;php;United States;03.50;3
40;php;India;03.50;4
40;php;Jordan;03.50;1
40;php;United Kingdom;03.50;1
40;php;Argentina;03.50;1
40;php;Australia;03.50;1
40;php;Null;00.00;1
40;php;Singapore;00.00;1
40;php;United States;00.00;1
40;php;Turkey;00.00;1
40;python;Malaysia;70.00;1
40;python;Null;70.00;16
40;python;United States;70.00;37
40;python;Switzerland;70.00;2
40;python;Poland;70.00;1
40;python;India;70.00;18
40;python;Venezuela;70.00;1
40;python;United Kingdom;70.00;4
40;python;Croatia;70.00;1
40;python;Japan;70.00;3
40;python;Belarus;70.00;1
40;python;Bhutan;70.00;1
40;python;Greece;70.00;2
40;python;Canada;70.00;2
40;python;Germany;70.00;2
40;python;Italy;70.00;1
40;python;Hong Kong;70.00;1
40;python;China;70.00;4
40;python;Egypt;70.00;1
40;python;Spain;70.00;1
40;ruby;Japan;70.00;3
40;ruby;Null;70.00;5
40;ruby;United States;70.00;9
40;ruby;India;70.00;2
40;ruby;Switzerland;70.00;1
40;ruby;Netherlands;70.00;2
40;ruby;Ireland;70.00;1
40;ruby;Russia;59.50;1
40;ruby;United States;59.50;1
40;ruby;Croatia;38.50;1
40;ruby;Null;38.50;1
40;ruby;India;38.50;1
40;ruby;Ireland;38.50;1
40;ruby;United States;38.50;1
40;ruby;Brazil;36.841;1
40;ruby;United States;33.159;1
40;ruby;Null;28.00;1
40;ruby;United States;28.00;5
40;ruby;Germany;28.00;1
40;ruby;India;28.00;2
40;ruby;Hungary;28.00;1
40;ruby;Thailand;28.00;1
40;ruby;Canada;25.788;1
40;ruby;Russia;25.788;1
40;ruby;India;25.788;1
40;ruby;Null;25.788;1
40;ruby;United States;25.788;3
40;ruby;Ukraine;24.50;1
40;ruby;India;24.50;1
40;ruby;United States;24.50;1
40;ruby;Russia;20.265;1
40;ruby;United States;17.50;1
40;ruby;India;15.75;1
40;ruby;India;14.00;1
40;ruby;United States;12.25;1
40;ruby;United States;08.75;1
40;ruby;India;07.00;2
40;ruby;Russia;07.00;1
40;ruby;United States;07.00;3
40;ruby;Panama;07.00;1
40;ruby;Spain;07.00;1
40;ruby;Australia;03.682;1
40;ruby;United States;03.50;13
40;ruby;Null;03.50;4
40;ruby;India;03.50;6
40;ruby;Brazil;03.50;1
40;ruby;Kazakhstan;03.50;1
40;ruby;Germany;03.50;2
40;ruby;China;03.50;1
40;ruby;Russia;03.50;1
40;ruby;Canada;03.50;1
40;ruby;United Kingdom;03.50;1
40;perl;United States;70.00;4
40;perl;Czech Republic;70.00;1
40;perl;India;38.50;1
40;perl;Null;28.00;1
40;perl;Bulgaria;28.00;1
40;perl;India;28.00;1
40;perl;Portugal;28.00;1
40;perl;Republic of Lithuania;28.00;1
40;perl;United States;24.50;1
40;perl;Null;22.75;1
40;perl;United States;12.25;1
40;perl;Germany;12.25;1
40;perl;Germany;08.75;1
40;perl;United States;07.00;2
40;perl;India;07.00;1
40;perl;Belarus;03.50;1
40;perl;Japan;03.50;1
40;perl;India;03.50;2
40;perl;Canada;00.00;1
40;bash;New Zealand;00.00;1
40;bash;Taiwan;00.00;1
40;bash;Null;00.00;1
40;clojure;India;70.00;2
40;clojure;United States;70.00;1
40;clojure;Thailand;12.25;1
40;clojure;United States;03.50;2
40;scala;United States;70.00;9
40;scala;Cyprus;70.00;1
40;scala;Japan;70.00;1
40;scala;Croatia;70.00;1
40;scala;Germany;70.00;1
40;scala;Canada;70.00;2
40;scala;Italy;70.00;1
40;scala;China;70.00;2
40;scala;India;70.00;2
40;scala;Switzerland;70.00;1
40;scala;United Kingdom;54.25;1
40;scala;Null;54.25;2
40;scala;United States;40.25;1
40;scala;Denmark;36.841;1
40;scala;China;28.00;1
40;scala;United States;28.00;1
40;scala;Null;19.25;1
40;scala;Viet Nam;16.576;1
40;scala;Netherlands;12.25;1
40;scala;Germany;09.212;1
40;scala;Czech Republic;08.75;1
40;scala;United States;08.75;1
40;scala;Null;08.75;1
40;scala;Ireland;08.75;1
40;scala;United States;07.00;1
40;scala;United States;05.523;1
40;scala;Canada;03.50;1
40;scala;Germany;03.50;1
40;scala;United States;03.50;2
40;scala;India;03.50;2
40;scala;United States;00.00;3
40;scala;Canada;00.00;1
40;javascript;Slovenia;70.00;1
40;javascript;France;70.00;8
40;javascript;India;70.00;24
40;javascript;United States;70.00;8
40;javascript;Georgia;70.00;2
40;javascript;Viet Nam;70.00;1
40;javascript;Russia;70.00;1
40;javascript;Turkey;70.00;1
40;javascript;Ukraine;70.00;1
40;javascript;Brazil;70.00;3
40;javascript;Spain;70.00;1
40;javascript;Andorra;70.00;1
40;javascript;Null;70.00;1
40;javascript;Kazakhstan;70.00;1
40;javascript;Greece;70.00;1
40;javascript;Ethiopia;70.00;1
40;javascript;Serbia;70.00;1
40;javascript;United Kingdom;70.00;1
40;javascript;Egypt;70.00;1
40;javascript;United States;59.50;2
40;javascript;Mexico;58.947;1
40;javascript;India;58.947;4
40;javascript;United Kingdom;58.947;1
40;javascript;United States;36.841;4
40;javascript;Russia;36.841;1
40;javascript;Russian Federation;36.841;1
40;javascript;Netherlands;36.841;1
40;javascript;Pakistan;36.841;1
40;javascript;United States;35.00;1
40;javascript;India;33.159;4
40;javascript;United Kingdom;33.159;1
40;javascript;United States;25.788;1
40;javascript;India;25.788;3
40;javascript;Canada;25.788;1
40;javascript;Singapore;24.50;1
40;javascript;Brazil;22.106;1
40;javascript;United States;16.576;1
40;javascript;United States;12.25;2
40;javascript;United States;11.053;1
40;javascript;Ukraine;11.053;1
40;javascript;United States;08.75;1
40;javascript;Bulgaria;07.00;1
40;javascript;Argentina;07.00;1
40;javascript;United States;07.00;1
40;javascript;Venezuela, Bolivarian Republic of;05.523;1
40;javascript;Nepal;05.523;1
40;javascript;Australia;05.523;1
40;typescript;United States;70.00;1
40;typescript;India;58.947;1
40;typescript;Germany;58.947;1
40;typescript;Japan;36.841;1
40;typescript;Andorra;25.788;1
40;typescript;Kazakhstan;25.788;1
40;typescript;Japan;22.106;1
40;lua;Brazil;28.00;1
40;sbcl;Poland;70.00;1
40;go;Germany;70.00;2
40;go;United States;70.00;11
40;go;Vietnam;70.00;1
40;go;Ukraine;70.00;2
40;go;Czech Republic;70.00;1
40;go;Singapore;70.00;2
40;go;Russian Federation;70.00;1
40;go;Romania;70.00;1
40;go;India;70.00;1
40;go;United Kingdom;70.00;1
40;go;Spain;70.00;1
40;go;Indonesia;70.00;1
40;go;Croatia;38.50;1
40;go;United States;38.50;1
40;go;Vietnam;38.50;1
40;go;Europe;36.841;1
40;go;Canada;36.841;1
40;go;United States;35.00;1
40;go;India;33.159;1
40;go;United States;25.788;1
40;go;Lithuania;25.788;1
40;go;India;20.265;1
40;go;Sweden;12.25;1
40;go;Nigeria;03.50;1
40;go;United States;03.50;2
40;go;France;00.00;1
40;go;Germany;00.00;1
40;go;Turkey;00.00;1
40;go;Russian Federation;00.00;1
40;d;United States;70.00;1
40;ocaml;China;70.00;1
40;ocaml;Russia;36.841;1
40;ocaml;Hong Kong;28.00;1
40;ocaml;Switzerland;07.00;1
40;pascal;Italy;70.00;1
40;pascal;Null;03.50;1
40;python3;United States;70.00;34
40;python3;Czech Republic;70.00;2
40;python3;India;70.00;20
40;python3;Germany;70.00;3
40;python3;Sudan;70.00;4
40;python3;Ukraine;70.00;2
40;python3;Poland;70.00;2
40;python3;Austria;70.00;1
40;python3;Belarus;70.00;1
40;python3;Italy;70.00;1
40;python3;South Korea;70.00;1
40;python3;Turkey;70.00;1
40;python3;Hungary;70.00;1
40;python3;Canada;70.00;2
40;python3;Spain;70.00;3
40;python3;Russia;70.00;2
40;python3;Tunisia;70.00;1
40;python3;Brazil;70.00;1
40;python3;Japan;70.00;2
40;python3;Russian Federation;70.00;1
40;python3;Bangladesh;70.00;1
40;python3;Belgium;70.00;1
40;python3;United Kingdom;70.00;4
40;python3;Null;70.00;1
40;python3;China;70.00;1
40;python3;France;70.00;1
40;python3;Vietnam;70.00;1
40;python3;Netherlands;70.00;2
40;python3;Ireland;70.00;1
40;python3;Switzerland;70.00;1
40;python3;Republic of Korea;70.00;1
40;python3;Thailand;36.841;1
40;python3;India;36.841;20
40;python3;Brazil;36.841;1
40;python3;Canada;36.841;1
40;python3;Malaysia;36.841;1
40;python3;Sri Lanka;36.841;1
40;python3;Egypt;36.841;1
40;python3;Mongolia;36.841;1
40;python3;United States;36.841;3
40;python3;Switzerland;36.841;1
40;python3;Japan;36.841;1
40;python3;Spain;36.841;1
40;python3;Hungary;36.841;1
40;python3;Ukraine;35.00;1
40;python3;United States;35.00;2
40;python3;China;33.159;1
40;python3;United States;33.159;3
40;python3;Switzerland;33.159;1
40;python3;Brazil;33.159;1
40;python3;India;33.159;4
40;python3;Vietnam;33.159;1
40;python3;Israel;33.159;1
40;python3;Bangladesh;33.159;1
40;python3;United States;31.318;1
40;python3;India;29.75;1
40;python3;United States;28.00;12
40;python3;Canada;28.00;1
40;python3;India;28.00;5
40;python3;Germany;28.00;1
40;python3;Sudan;28.00;2
40;python3;China;28.00;1
40;python3;Australia;28.00;1
40;python3;Mexico;25.788;1
40;python3;India;25.788;10
40;python3;United States;25.788;6
40;python3;Argentina;25.788;1
40;python3;China;25.788;1
40;python3;Russian Federation;25.788;1
40;python3;France;25.788;2
40;python3;Romania;25.788;1
40;python3;Singapore;25.788;1
40;python3;Philippines;25.788;1
40;groovy;Slovak Republic;03.50;1
40;objectivec;United States;70.00;1
40;java8;Romania;70.00;1
40;java8;Pakistan;70.00;1
40;java8;Mozambique;70.00;1
40;java8;Sweden;70.00;1
40;java8;Hungary;70.00;2
40;java8;United States;70.00;26
40;java8;Canada;70.00;4
40;java8;Poland;70.00;2
40;java8;Belarus;70.00;2
40;java8;Tunisia;70.00;1
40;java8;India;70.00;21
40;java8;China;70.00;2
40;java8;Argentina;70.00;1
40;java8;Russia;70.00;2
40;java8;Czech Republic;70.00;1
40;java8;Denmark;70.00;1
40;java8;Brazil;70.00;3
40;java8;Australia;70.00;1
40;java8;Null;70.00;2
40;java8;Vietnam;70.00;2
40;java8;Singapore;70.00;4
40;java8;Slovakia;70.00;1
40;java8;Germany;70.00;4
40;java8;Iran;70.00;1
40;java8;France;70.00;1
40;java8;Ukraine;70.00;2
40;java8;Finland;70.00;1
40;java8;Portugal;70.00;1
40;java8;Spain;70.00;2
40;java8;Netherlands;70.00;2
40;java8;United Kingdom;70.00;1
40;java8;Republic of Korea;70.00;1
40;java8;Bulgaria;70.00;1
40;java8;Lebanon;70.00;1
40;java15;India;70.00;35
40;java15;Null;70.00;2
40;java15;Singapore;70.00;1
40;java15;Brazil;70.00;2
40;java15;Australia;70.00;1
40;java15;United States;70.00;2
40;java15;Saudi Arabia;70.00;1
40;java15;Pakistan;70.00;1
40;java15;United States;36.841;2
40;java15;Egypt;36.841;1
40;java15;Algeria;25.788;1
40;java15;Saudi Arabia;25.788;1
40;java15;India;20.265;1
40;java15;India;11.053;1
40;java15;India;00.00;7
40;java15;United States;00.00;1
40;kotlin;Poland;70.00;1
40;kotlin;United States;70.00;2
40;kotlin;Germany;70.00;1
40;kotlin;Kenya;36.841;1
40;kotlin;Japan;33.159;1
40;kotlin;United States;25.788;1
40;kotlin;Japan;25.788;1
40;kotlin;Turkey;25.788;1
40;kotlin;Hungary;16.576;1
40;kotlin;Russian Federation;09.212;1
40;kotlin;India;00.00;2
40;r;Bahamas;05.523;1
40;rust;United Kingdom;70.00;1
40;rust;Portugal;70.00;1
40;rust;Russia;70.00;1
40;rust;Bulgaria;70.00;1
40;rust;Poland;25.788;1
40;rust;France;19.25;1
40;swift;Croatia;70.00;1
40;swift;Russian Federation;70.00;1
40;swift;Russia;58.947;1
40;swift;Argentina;25.788;1
40;swift;India;05.523;1
40;ada;Ukraine;70.00;1
40;cpp14;United States;70.00;23
40;cpp14;India;70.00;12
40;cpp14;Germany;70.00;8
40;cpp14;Netherlands;70.00;3
40;cpp14;Russia;70.00;6
40;cpp14;Egypt;70.00;1
40;cpp14;China;70.00;3
40;cpp14;Mexico;70.00;2
40;cpp14;Israel;70.00;3
40;cpp14;Pakistan;70.00;1
40;cpp14;Malaysia;70.00;1
40;cpp14;Portugal;70.00;2
40;cpp14;Canada;70.00;3
40;cpp14;Armenia;70.00;2
40;cpp14;Taiwan;70.00;1
40;cpp14;Hungary;70.00;1
40;cpp14;Null;70.00;1
40;cpp14;United Kingdom;70.00;4
40;cpp14;Poland;70.00;2
40;cpp14;Vietnam;70.00;3
40;cpp14;Finland;70.00;1
40;cpp14;Lithuania;70.00;3
40;cpp14;Georgia;70.00;2
40;cpp14;Australia;70.00;1
40;cpp14;Serbia;70.00;1
40;cpp14;Indonesia;70.00;3
40;cpp14;Switzerland;70.00;1
40;cpp14;Romania;70.00;2
40;cpp14;Czechia;70.00;1
40;cpp14;Philippines;70.00;1
40;cpp14;Turkey;70.00;1
40;cpp14;Russian Federation;70.00;1
40;cpp20;Russian Federation;70.00;1
40;cpp20;India;70.00;34
40;cpp20;United States;70.00;3
40;cpp20;Finland;70.00;1
40;cpp20;Singapore;70.00;2
40;cpp20;Egypt;70.00;3
40;cpp20;Sri Lanka;70.00;1
40;cpp20;Italy;70.00;1
40;cpp20;Antarctica;70.00;1
40;cpp20;Switzerland;70.00;1
40;cpp20;Israel;70.00;1
40;cpp20;Viet Nam;70.00;1
40;cpp20;United States;58.947;1
40;cpp20;Singapore;53.424;2
40;cpp20;Italy;25.788;1
40;cpp20;Thailand;11.053;1
40;cpp20;Egypt;11.053;2
40;cpp20;United States;05.523;1
40;cpp20;India;05.523;1
40;cpp20;India;00.00;1
40;cpp20;Egypt;00.00;1
40;cpp20;Singapore;00.00;1
40;pypy;Russia;70.00;1
40;pypy;United States;22.106;1
40;pypy;India;00.00;2
40;pypy3;United States;70.00;3
40;pypy3;India;70.00;21
40;pypy3;Pakistan;70.00;1
40;pypy3;Poland;70.00;1
40;pypy3;Israel;70.00;1
40;pypy3;Canada;70.00;1
40;pypy3;Germany;70.00;2
40;pypy3;Switzerland;70.00;1
40;pypy3;Brazil;70.00;1
40;pypy3;United Kingdom;70.00;1
40;pypy3;Japan;70.00;2
40;pypy3;New Zealand;70.00;1
40;pypy3;France;58.947;1
40;pypy3;United Kingdom;58.947;1
40;pypy3;India;58.947;5
40;pypy3;United Kingdom;36.841;1
40;pypy3;Australia;36.841;1
40;pypy3;India;09.212;1
40;pypy3;Singapore;05.523;1
40;pypy3;Greece;00.00;1
40;pypy3;United Kingdom;00.00;1
40;pypy3;Brazil;00.00;1
40;julia;Germany;05.523;1
50;c;India;50.00;56
50;c;United States;50.00;21
50;c;China;50.00;4
50;c;Sweden;50.00;2
50;c;United Kingdom;50.00;2
50;c;Germany;50.00;1
50;c;South Korea;50.00;1
50;c;Canada;50.00;5
50;c;Poland;50.00;1
50;c;Belarus;50.00;1
50;c;Australia;50.00;1
50;c;Venezuela;50.00;1
50;c;Vietnam;50.00;1
50;c;Brazil;50.00;1
50;c;Ireland;50.00;1
50;c;Ukraine;50.00;1
50;c;India;00.00;78
50;c;Null;00.00;1
50;c;United States;00.00;7
50;c;Brazil;00.00;3
50;c;Bangladesh;00.00;1
50;c;United Kingdom;00.00;1
50;c;Taiwan;00.00;1
50;c;Nigeria;00.00;1
50;c;Sri Lanka;00.00;1
50;c;Austria;00.00;1
50;c;Spain;00.00;1
50;c;Egypt;00.00;1
50;c;Canada;00.00;2
50;c;Mexico;00.00;1
50;cpp;United States;50.00;110
50;cpp;Israel;50.00;2
50;cpp;India;50.00;390
50;cpp;United Kingdom;50.00;8
50;cpp;Ukraine;50.00;6
50;cpp;China;50.00;10
50;cpp;Germany;50.00;9
50;cpp;Chile;50.00;2
50;cpp;Poland;50.00;9
50;cpp;Brazil;50.00;12
50;cpp;Canada;50.00;18
50;cpp;Czech Republic;50.00;1
50;cpp;Tunisia;50.00;2
50;cpp;Netherlands;50.00;5
50;cpp;Hungary;50.00;4
50;cpp;Bosnia and Herzegovina;50.00;1
50;cpp;Russian Federation;50.00;1
50;cpp;Singapore;50.00;2
50;cpp;France;50.00;5
50;cpp;Switzerland;50.00;1
50;cpp;Spain;50.00;3
50;cpp;Vietnam;50.00;11
50;cpp;Bangladesh;50.00;11
50;cpp;Sweden;50.00;3
50;cpp;Russia;50.00;6
50;cpp;Indonesia;50.00;8
50;cpp;Azerbaijan;50.00;2
50;cpp;Viet Nam;50.00;5
50;cpp;Japan;50.00;3
50;cpp;Turkey;50.00;3
50;cpp;Italy;50.00;1
50;cpp;Morocco;50.00;2
50;cpp;Portugal;50.00;1
50;cpp;Null;50.00;3
50;cpp;Australia;50.00;1
50;cpp;Philippines;50.00;5
50;cpp;Egypt;50.00;6
50;cpp;Romania;50.00;2
50;cpp;Bulgaria;50.00;2
50;cpp;Republic of Korea;50.00;1
50;cpp;Uzbekistan;50.00;1
50;cpp;Albania;50.00;1
50;cpp;Taiwan;50.00;2
50;cpp;United Arab Emirates;50.00;2
50;cpp;Slovakia;50.00;1
50;cpp;Finland;50.00;1
50;cpp;Korea, Republic of;50.00;1
50;cpp;Armenia;50.00;1
50;cpp;Denmark;50.00;1
50;cpp;Georgia;50.00;1
50;cpp;Sri Lanka;50.00;8
50;cpp;Jordan;50.00;1
50;cpp;Mexico;50.00;1
50;cpp;Croatia;50.00;1
50;cpp;India;11.11;61
50;cpp;France;11.11;2
50;cpp;Brazil;11.11;1
50;cpp;United States;11.11;13
50;cpp;Russian Federation;11.11;1
50;cpp;Japan;11.11;2
50;cpp;Turkey;11.11;1
50;cpp;Germany;11.11;2
50;cpp;Argentina;11.11;1
50;cpp;Philippines;11.11;5
50;cpp;Bangladesh;11.11;2
50;cpp;Canada;11.11;1
50;cpp;Singapore;11.11;2
50;cpp;Australia;11.11;2
50;cpp;United Kingdom;11.11;1
50;cpp;Indonesia;11.11;1
50;cpp;Peru;11.11;2
50;cpp;India;00.00;69
50;cpp;United States;00.00;11
50;cpp;Null;00.00;1
50;cpp;Romania;00.00;1
50;cpp;Canada;00.00;3
50;cpp;Indonesia;00.00;2
50;cpp;Egypt;00.00;1
50;cpp;Pakistan;00.00;3
50;cpp;Vietnam;00.00;1
50;cpp;Brazil;00.00;3
50;cpp;Taiwan;00.00;1
50;cpp;Viet Nam;00.00;1
50;cpp;Russia;00.00;1
50;cpp;Israel;00.00;1
50;cpp;Germany;00.00;1
50;java;India;50.00;165
50;java;United States;50.00;86
50;java;Croatia;50.00;1
50;java;Canada;50.00;6
50;java;Austria;50.00;2
50;java;Spain;50.00;1
50;java;Poland;50.00;2
50;java;Norway;50.00;1
50;java;France;50.00;2
50;java;United Kingdom;50.00;3
50;java;Italy;50.00;2
50;java;Sweden;50.00;1
50;java;Romania;50.00;2
50;java;Brazil;50.00;3
50;java;Russia;50.00;1
50;java;Germany;50.00;3
50;java;Australia;50.00;2
50;java;Egypt;50.00;2
50;java;Belarus;50.00;1
50;java;China;50.00;1
50;java;Georgia;50.00;1
50;java;Japan;50.00;1
50;java;Uruguay;50.00;1
50;java;Bulgaria;50.00;1
50;java;Saudi Arabia;50.00;1
50;java;Colombia;50.00;1
50;java;Vietnam;50.00;1
50;java;Null;50.00;1
50;java;Estonia;50.00;1
50;java;Iceland;50.00;1
50;java;Mexico;50.00;1
50;java;Netherlands;50.00;1
50;java;Israel;50.00;1
50;java;India;11.11;41
50;java;Mexico;11.11;3
50;java;Italy;11.11;1
50;java;Egypt;11.11;1
50;java;Portugal;11.11;1
50;java;Brazil;11.11;13
50;java;Argentina;11.11;2
50;java;United States;11.11;19
50;java;Lebanon;11.11;1
50;java;Belarus;11.11;1
50;java;Romania;11.11;1
50;java;Philippines;11.11;1
50;java;Germany;11.11;1
50;java;Iran;11.11;1
50;java;Latvia;11.11;1
50;java;Greece;11.11;1
50;java;Colombia;11.11;2
50;java;Singapore;11.11;1
50;java;Denmark;11.11;1
50;java;Turkey;11.11;3
50;java;Japan;11.11;1
50;java;Sri Lanka;11.11;1
50;java;Vietnam;11.11;1
50;java;United Arab Emirates;11.11;1
50;java;Australia;00.00;1
50;java;New Zealand;00.00;1
50;java;India;00.00;17
50;java;Vietnam;00.00;3
50;java;United States;00.00;8
50;java;Brazil;00.00;1
50;java;Israel;00.00;1
50;java;Taiwan;00.00;1
50;csharp;India;50.00;191
50;csharp;United States;50.00;48
50;csharp;United Kingdom;50.00;6
50;csharp;Romania;50.00;2
50;csharp;Canada;50.00;10
50;csharp;Turkey;50.00;1
50;csharp;France;50.00;2
50;csharp;Montenegro;50.00;1
50;csharp;Australia;50.00;1
50;csharp;Russian Federation;50.00;2
50;csharp;Bulgaria;50.00;1
50;csharp;Portugal;50.00;1
50;csharp;Czechia;50.00;1
50;csharp;Indonesia;50.00;1
50;csharp;Norway;50.00;1
50;csharp;Ukraine;50.00;3
50;csharp;Spain;50.00;1
50;csharp;Israel;50.00;1
50;csharp;Sweden;50.00;1
50;csharp;Belarus;50.00;2
50;csharp;Russia;50.00;2
50;csharp;Germany;50.00;3
50;csharp;Pakistan;50.00;1
50;csharp;Poland;50.00;2
50;csharp;Mexico;50.00;3
50;csharp;Null;50.00;5
50;csharp;Ethiopia;50.00;1
50;csharp;Lebanon;50.00;1
50;csharp;Brazil;50.00;2
50;csharp;Egypt;50.00;1
50;csharp;Nigeria;50.00;1
50;csharp;Bangladesh;50.00;1
50;csharp;Mexico;11.11;7
50;csharp;Turkey;11.11;10
50;csharp;Brazil;11.11;11
50;csharp;Egypt;11.11;2
50;csharp;United States;11.11;14
50;csharp;India;11.11;32
50;csharp;Colombia;11.11;3
50;csharp;Netherlands;11.11;2
50;csharp;Australia;11.11;1
50;csharp;Canada;11.11;2
50;csharp;Spain;11.11;2
50;csharp;Lebanon;11.11;1
50;csharp;Null;11.11;1
50;csharp;Estonia;11.11;1
50;csharp;Sri Lanka;11.11;1
